﻿Nom Gare;Code Gare;Type jour;Date;Annee;Ligne;Axe;Tranche horaire;Somme de Montants
PARC-DU-CHATEAU;87745786;SAM;2024-11-30;2024;T12;T12;Avant 6h;6
PARIS-AUSTERLITZ;87547026;DIM;2025-09-02;2025;C;C;De 10h à 16h;4731
VILLIERS-LE-BEL-GONESSE-ARNOUVILLE;87276220;JOB;2024-05-03;2024;D;D;Après 20h;884
PARIS-GARE-DE-LYON;87686030;SAM;2024-01-20;2024;R;R;De 10h à 16h;7959
VILLIERS-SUR-MARNE-LE-PLESSIS-TREVISE;87113795;SAM;2022-03-19;2022;E;E;Après 20h;655
VIROFLAY-RIVE-GAUCHE;87393215;DIM;2025-09-02;2025;C;C;Après 20h;161
VIROFLAY-RIVE-GAUCHE;87393215;JOB;2025-06-02;2025;C;C;Après 20h;145
REPUBLIQUE-MARX-DORMOY;87704254;SAM;2021-09-18;2021;T4;T4;Avant 6h;3
PONT-DE-RUNGIS-AEROPORT-D'ORLY;87546192;SAM;2025-08-02;2025;C;C;Avant 6h;5
REPUBLIQUE-MARX-DORMOY;87704254;SAM;2021-11-09;2021;T4;T4;De 16h à 20h;195
REMISE-A-JORELLE;87988709;SAM;2021-11-09;2021;T4;T4;Après 20h;69
SAINT-CLOUD;87382358;JOB;2024-04-25;2024;U;U;Après 20h;122
ERMONT-EAUBONNE;87276055;JOB;2025-06-02;2025;C;C;De 16h à 20h;2469
SAINT-CYR;87393223;DIM;2023-10-15;2023;T13;T13;De 16h à 20h;201
FERME-NEUVE;87745851;DIM;2024-01-12;2024;T12;T12;De 16h à 20h;172
SAINT-DENIS;87271015;JOB;2024-01-16;2024;H;H;De 16h à 20h;6609
FONTAINE-LE-PORT;87682427;SAM;2024-01-20;2024;R;R;Après 20h;0
SAINT-GRATIEN;87276170;DIM;2025-09-02;2025;C;C;Avant 6h;42
SAINT-CYR;87393223;DIM;2025-09-02;2025;C;C;Avant 6h;11
SAINT-MARTIN-D'ETAMPES;87545350;JOB;2025-04-02;2025;C;C;Avant 6h;150
SAINT-CYR;87393223;SAM;2024-04-27;2024;U;U;De 10h à 16h;487
GISORS;87381244;DIM;2024-01-21;2024;J;J6;De 16h à 20h;171
GISORS;87381244;JOB;2024-01-16;2024;J;J6;Avant 6h;132
GRAND-BOURG;87681353;SAM;2024-02-03;2024;D;D;De 10h à 16h;112
GRAVIGNY-BALIZY;87393645;SAM;2024-11-30;2024;T12;T12;Avant 6h;1
HAUSSMANN-SAINT-LAZARE;87281899;SAM;2022-03-19;2022;E;E;De 10h à 16h;9840
IGNY;87393561;JOB;2025-06-02;2025;C;V;Après 20h;14
INVALIDES;87393033;JOB;2025-06-02;2025;C;C;Avant 6h;42
SAINT-OUEN-L'AUMONE-QUARTIER-DE-L'EGLISE;87381426;DIM;2024-01-21;2024;J;J6;Après 20h;57
SAINT-CYR;87393223;SAM;2025-08-02;2025;C;C;Avant 6h;3
SAINT-CYR;87393223;SAM;2025-08-02;2025;C;C;De 6h à 10h;118
IVRY-SUR-SEINE;87545301;JOB;2025-06-02;2025;C;C;Avant 6h;131
SAVIGNY-LE-TEMPLE-NANDY;87682187;DIM;2024-03-03;2024;D;D;De 10h à 16h;1065
L'ETANG-LA-VILLE;87382473;DIM;2024-01-21;2024;L;L2;De 10h à 16h;157
SAVIGNY-SUR-ORGE;87545236;JOB;2025-06-02;2025;C;C;De 16h à 20h;2629
LA-CELLE-SAINT-CLOUD;87382432;SAM;2024-01-20;2024;L;L2;De 6h à 10h;340
SEUGY;87272039;DIM;2024-01-21;2024;H;H;Avant 6h;1
LA-GARENNE-COLOMBES;87386003;JOB;2024-01-16;2024;L;L3;Après 20h;471
SEVRAN-BEAUDOTTES;87271445;JOB;2023-10-10;2023;B;B;Après 20h;815
LA-GRANDE-PAROISSE;87682476;JOB;2024-01-16;2024;R;R;De 10h à 16h;34
SOUPPES-CHATEAU-LANDON;87684217;JOB;2024-01-16;2024;R;R;De 10h à 16h;246
LA-VERRIERE;87393256;DIM;2024-01-21;2024;N;N;Avant 6h;25
STAINS-LA-CERISAIE;87697334;DIM;2021-11-21;2021;T11;T11;Avant 6h;17
SURESNES-MONT-VALERIEN;87382374;DIM;2024-04-28;2024;U;U;Après 20h;46
LE-BOURGET;87271395;SAM;2021-11-20;2021;T11;T11;De 10h à 16h;1654
THIEUX-NANTOUILLET;87272054;SAM;2024-01-20;2024;K;K;Après 20h;3
LE-COUDRAY-MONTCEAUX;87681635;DIM;2024-03-03;2024;D;D;De 10h à 16h;14
SAINT-GERMAIN-EN-LAYE;87733063;JOB;2023-10-19;2023;T13;T13;De 6h à 10h;459
TOURNAN;87116210;JOB;2023-11-14;2023;P;P;De 6h à 10h;1062
LE-STADE;87381095;DIM;2024-01-21;2024;J;J4;De 16h à 20h;575
VANVES-MALAKOFF;87391532;JOB;2024-01-16;2024;N;N;De 16h à 20h;1132
SAINT-MICHEL-SUR-ORGE;87545202;DIM;2025-09-02;2025;C;C;De 10h à 16h;967
LEON-BLUM;87704262;JOB;2021-09-21;2021;T4;T4;Après 20h;106
LES-ESSARTS-LE-ROI;87393280;DIM;2024-01-21;2024;N;N;De 6h à 10h;82
SAINT-NOM-LA-BRETECHE-FORET-DE-MARLY;87382481;SAM;2024-01-20;2024;L;L2;Avant 6h;4
SAINT-OUEN-L'AUMONE-LIESSE;87337980;DIM;2025-09-02;2025;C;C;De 10h à 16h;148
LES-NOUES;87276238;SAM;2024-02-03;2024;D;D;De 16h à 20h;317
SAINT-QUENTIN-EN-YVELINES-MONTIGNY-LE-BRETONNEUX;87393843;JOB;2024-04-23;2024;U;U;De 10h à 16h;732
SAINTE-COLOMBE-SEPTVEILLES;87116178;DIM;2023-11-19;2023;P;P;De 10h à 16h;32
SANNOIS;87276188;JOB;2024-01-16;2024;J;J4;De 16h à 20h;1216
SANTEUIL-LE-PERCHAY;87381186;SAM;2024-01-20;2024;J;J6;Après 20h;0
SARTROUVILLE;87386417;JOB;2024-01-16;2024;L;L3;De 10h à 16h;208
SARTROUVILLE;87386417;SAM;2022-11-19;2022;A;A;De 16h à 20h;3923
SAVIGNY-LE-TEMPLE-NANDY;87682187;DIM;2024-03-03;2024;D;D;De 16h à 20h;785
SAVIGNY-LE-TEMPLE-NANDY;87682187;JOB;2024-05-03;2024;D;D;De 10h à 16h;1688
SAVIGNY-LE-TEMPLE-NANDY;87682187;JOB;2024-05-03;2024;D;D;De 16h à 20h;1602
SERMAISE;87545517;DIM;2025-09-02;2025;C;C;De 10h à 16h;54
SEUGY;87272039;SAM;2024-01-20;2024;H;H;Avant 6h;1
LIZY-SUR-OURCQ;87116632;JOB;2023-09-19;2023;P;P;Après 20h;8
SEVRAN-LIVRY;87271429;SAM;2019-03-16;2019;B;B;De 16h à 20h;1390
LYCEE-HENRI-SELLIER;87988717;JOB;2021-09-21;2021;T4;T4;Après 20h;58
STADE-DE-FRANCE-SAINT-DENIS;87164780;DIM;2024-03-03;2024;D;D;Après 20h;380
MAGENTA;87281873;SAM;2022-03-19;2022;E;E;De 16h à 20h;11794
STAINS-LA-CERISAIE;87697334;DIM;2021-11-21;2021;T11;T11;Après 20h;107
MAISONS-ALFORT-ALFORTVILLE;87681155;DIM;2024-03-03;2024;D;D;De 16h à 20h;2983
SURVILLIERS-FOSSES;87276261;DIM;2024-03-03;2024;D;D;De 6h à 10h;218
MALESHERBES;87684415;JOB;2024-12-03;2024;D;D;Avant 6h;90
THIEUX-NANTOUILLET;87272054;SAM;2024-01-20;2024;K;K;De 16h à 20h;5
MANTES-LA-JOLIE;87381509;SAM;2024-01-20;2024;J;J6;Avant 6h;24
MANTES-STATION;87381590;SAM;2024-01-20;2024;J;J6;Avant 6h;6
TOURNAN;87116210;DIM;2022-03-20;2022;E;E;De 10h à 16h;336
MAREIL-SUR-MAULDRE;87381715;DIM;2024-01-21;2024;N;N;Après 20h;7
TRAITE-DE-ROME;87746016;DIM;2024-01-12;2024;T12;T12;Après 20h;10
MAREIL-SUR-MAULDRE;87381715;SAM;2024-01-20;2024;N;N;De 6h à 10h;20
TRAPPES;87393835;JOB;2024-11-06;2024;U;U;Après 20h;65
MAROLLES-EN-HUREPOIX;87545186;DIM;2025-09-02;2025;C;C;Avant 6h;12
TRIE-CHATEAU;87381236;SAM;2024-01-20;2024;J;J6;Après 20h;1
MASSY-EUROPE;87725465;SAM;2024-11-30;2024;T12;T12;De 16h à 20h;186
TRILPORT;87116491;JOB;2023-09-19;2023;P;P;De 6h à 10h;1493
MASSY-PALAISEAU;87393579;DIM;2025-09-02;2025;C;V;De 10h à 16h;471
VAUBOYEN;87393538;SAM;2025-08-02;2025;C;V;De 10h à 16h;77
MEAUX;87116103;DIM;2023-11-19;2023;P;P;De 16h à 20h;2206
MERIEL;87276675;SAM;2024-01-20;2024;H;H;Avant 6h;12
MEUDON;87393108;DIM;2024-01-21;2024;N;N;De 16h à 20h;313
MEUDON-VAL-FLEURY;87393082;DIM;2025-09-02;2025;C;C;De 10h à 16h;1106
MEULAN-HARDRICOURT;87381830;JOB;2024-01-16;2024;J;J6;Après 20h;61
VERSAILLES-CHATEAU-RIVE-GAUCHE;87393157;DIM;2025-09-02;2025;C;C;De 10h à 16h;3899
MONTEREAU;87682302;DIM;2024-01-21;2024;R;R;De 16h à 20h;859
VILLABE;87681619;DIM;2024-03-03;2024;D;D;De 10h à 16h;61
MONTGEROULT-COURCELLES;87381160;DIM;2024-01-21;2024;J;J6;Après 20h;1
VILLABE;87681619;SAM;2024-02-03;2024;D;D;De 16h à 20h;33
MONTIGNY-SUR-LOING;87684100;SAM;2024-01-20;2024;R;R;De 6h à 10h;65
MONTREUIL;87382879;SAM;2024-01-20;2024;L;L2;Après 20h;163
MOULIN-GALANT;87681403;SAM;2024-02-03;2024;D;D;Après 20h;17
MUSEE-D'ORSAY;87547307;JOB;2025-06-02;2025;C;C;Avant 6h;18
VILLIERS-SUR-MARNE-LE-PLESSIS-TREVISE;87113795;DIM;2022-03-20;2022;E;E;Avant 6h;67
NANGIS;87116095;JOB;2023-11-14;2023;P;P;Avant 6h;123
VITRY-SUR-SEINE;87545293;SAM;2025-08-02;2025;C;C;De 6h à 10h;690
NEZEL-AULNAY;87381731;DIM;2024-01-21;2024;N;N;Après 20h;6
NOISY-LE-ROI;87733659;SAM;2023-10-14;2023;T13;T13;De 16h à 20h;96
NOISY-LE-SEC;87113217;JOB;2022-03-22;2022;E;E;De 10h à 16h;6039
NOTRE-DAME-DES-ANGES;87704312;SAM;2021-09-18;2021;T4;T4;Avant 6h;3
ORGERUS-BEHOUST;87393447;DIM;2024-01-21;2024;N;N;De 16h à 20h;114
ORGERUS-BEHOUST;87393447;JOB;2024-01-16;2024;N;N;De 6h à 10h;306
ORLY-VILLE;87546200;SAM;2025-08-02;2025;C;C;De 10h à 16h;512
ORMOY-VILLERS;87271585;JOB;2024-01-16;2024;K;K;Après 20h;1
OSNY;87381145;DIM;2024-01-21;2024;J;J6;De 6h à 10h;70
OZOIR-LA-FERRIERE;87116020;DIM;2022-03-20;2022;E;E;Avant 6h;13
PARIS-EST;87113001;SAM;2023-11-18;2023;P;P;De 16h à 20h;9224
PARIS-GARE-DU-NORD;87271031;JOB;2024-05-03;2024;D;D;Avant 6h;1007
PARIS-MONTPARNASSE;87391003;SAM;2024-01-20;2024;N;N;Avant 6h;114
PARIS-SAINT-LAZARE;87384008;DIM;2024-01-21;2024;J;J6;De 6h à 10h;1588
PARIS-SAINT-LAZARE;87384008;DIM;2024-01-21;2024;L;L2;Avant 6h;70
PARIS-SAINT-LAZARE;87384008;JOB;2024-01-16;2024;L;L2;De 16h à 20h;12906
PARIS-SAINT-LAZARE;87384008;SAM;2021-04-12;2021;J;J5;De 16h à 20h;2869
PARIS-SAINT-LAZARE;87384008;SAM;2024-01-20;2024;J;J6;Après 20h;7273
PERSAN-BEAUMONT;87276469;SAM;2024-01-20;2024;H;H;De 6h à 10h;685
PIERREFITTE-STAINS;87271163;JOB;2021-11-23;2021;T11;T11;De 16h à 20h;1448
PIERRELAYE;87276097;SAM;2024-01-20;2024;H;H;De 6h à 10h;194
PLAISIR-GRIGNON;87393421;SAM;2024-01-20;2024;N;N;Avant 6h;43
PONT-CARDINET;87381111;SAM;2024-01-20;2024;L;L3;Après 20h;562
PONT-DE-L'ALMA;87393041;DIM;2025-09-02;2025;C;C;Avant 6h;17
PONT-DE-RUNGIS-AEROPORT-D'ORLY;87546192;DIM;2025-09-02;2025;C;C;Avant 6h;8
PONT-DE-RUNGIS-AEROPORT-D'ORLY;87546192;DIM;2025-09-02;2025;C;C;De 10h à 16h;273
PONT-DU-GARIGLIANO-HOPITAL-EUROPEEN-G.-POMPIDOU;87393322;DIM;2025-09-02;2025;C;C;Avant 6h;2
PONTHIERRY-PRINGY;87682526;DIM;2024-03-03;2024;D;D;De 6h à 10h;59
PONTOISE;87276139;JOB;2024-01-16;2024;H;H;Après 20h;447
PORTE-DE-CLICHY;87111278;JOB;2025-06-02;2025;C;C;De 16h à 20h;2304
PORTE-DE-CLICHY;87111278;JOB;2025-11-02;2025;C;C;De 6h à 10h;1268
PRESLES-COURCELLES;87276501;SAM;2024-01-20;2024;H;H;De 6h à 10h;60
PROVINS;87116160;JOB;2023-11-14;2023;P;P;De 10h à 16h;387
REPUBLIQUE-MARX-DORMOY;87704254;SAM;2021-09-18;2021;T4;T4;De 6h à 10h;59
ROSA-PARKS;87654798;JOB;2022-03-22;2022;E;E;De 16h à 20h;10729
ROUGEMONT-CHANTELOUP;87431791;JOB;2021-09-21;2021;T4;T4;De 16h à 20h;520
SAINT-CHERON;87545509;DIM;2025-09-02;2025;C;C;Après 20h;14
SAINT-CLOUD;87382358;DIM;2024-01-21;2024;L;L2;Après 20h;387
SAINT-CLOUD;87382358;SAM;2024-01-20;2024;L;L2;Après 20h;641
SAINT-CYR;87393223;JOB;2023-10-19;2023;T13;T13;De 6h à 10h;365
SAINT-CYR;87393223;JOB;2024-04-23;2024;U;U;De 6h à 10h;1921
SAINT-GERMAIN-EN-LAYE;87733063;JOB;2023-10-19;2023;T13;T13;De 16h à 20h;1016
SAINT-GERMAIN-EN-LAYE;87733063;SAM;2023-10-14;2023;T13;T13;De 6h à 10h;178
SAINT-GRATIEN;87276170;JOB;2025-11-02;2025;C;C;De 6h à 10h;3160
SAINT-GRATIEN;87276170;SAM;2025-08-02;2025;C;C;De 6h à 10h;695
SAINT-LEU-LA-FORET;87276600;DIM;2024-01-21;2024;H;H;Avant 6h;16
SAINT-LEU-LA-FORET;87276600;JOB;2024-01-16;2024;H;H;De 16h à 20h;1100
SAINT-LEU-LA-FORET;87276600;SAM;2024-01-20;2024;H;H;Après 20h;155
SAINT-MARTIN-D'ETAMPES;87545350;JOB;2025-06-02;2025;C;C;De 6h à 10h;579
SAINT-MICHEL-NOTRE-DAME;87547315;SAM;2025-08-02;2025;C;C;De 6h à 10h;3987
SAINT-MICHEL-SUR-ORGE;87545202;JOB;2025-06-02;2025;C;C;De 6h à 10h;2841
SAINT-OUEN;87271247;DIM;2025-09-02;2025;C;C;De 6h à 10h;254
SAINT-OUEN-L'AUMONE;87276105;DIM;2024-01-21;2024;H;H;De 6h à 10h;210
SARCELLES-SAINT-BRICE;87276386;JOB;2024-01-16;2024;H;H;Avant 6h;260
SAVIGNY-SUR-ORGE;87545236;JOB;2025-06-02;2025;C;C;Après 20h;334
SERMAISE;87545517;SAM;2025-08-02;2025;C;C;De 16h à 20h;26
SEVRAN-BEAUDOTTES;87271445;DIM;2019-03-17;2019;B;B;Avant 6h;234
SEVRAN-BEAUDOTTES;87271445;JOB;2023-10-10;2023;B;B;De 16h à 20h;3138
SEVRAN-BEAUDOTTES;87271445;SAM;2019-03-16;2019;B;B;Après 20h;1973
SEVRAN-LIVRY;87271429;DIM;2019-03-17;2019;B;B;De 6h à 10h;772
SEVRES-VILLE-D'AVRAY;87382341;DIM;2024-04-28;2024;U;U;De 6h à 10h;24
STADE-DE-FRANCE-SAINT-DENIS;87164780;DIM;2024-03-03;2024;D;D;De 16h à 20h;1091
SURESNES-MONT-VALERIEN;87382374;JOB;2024-01-16;2024;L;L2;De 6h à 10h;1330
SURVILLIERS-FOSSES;87276261;SAM;2024-02-03;2024;D;D;De 16h à 20h;365
TACOIGNIERES-RICHEBOURG;87393454;JOB;2024-01-16;2024;N;N;De 6h à 10h;277
TACOIGNIERES-RICHEBOURG;87393454;SAM;2024-01-20;2024;N;N;Après 20h;12
THIEUX-NANTOUILLET;87272054;DIM;2024-01-21;2024;K;K;De 6h à 10h;4
THOMERY;87682252;DIM;2024-01-21;2024;R;R;Avant 6h;1
THOMERY;87682252;JOB;2024-01-16;2024;R;R;Après 20h;7
THUN-LE-PARADIS;87381822;SAM;2024-01-20;2024;J;J6;Avant 6h;10
TRAITE-DE-ROME;87746016;DIM;2024-01-12;2024;T12;T12;De 6h à 10h;16
VERNON-GIVERNY;87415604;JOB;2025-01-04;2025;J;J5;De 16h à 20h;171
VERNOU-SUR-SEINE;87682468;JOB;2024-01-16;2024;R;R;De 6h à 10h;61
VERNOU-SUR-SEINE;87682468;SAM;2024-01-20;2024;R;R;De 6h à 10h;13
VERNOUILLET-VERNEUIL;87386656;DIM;2021-05-12;2021;J;J5;De 6h à 10h;160
VERSAILLES-CHANTIERS;87393009;DIM;2024-01-21;2024;N;N;Avant 6h;4
VERSAILLES-CHANTIERS;87393009;SAM;2024-08-06;2024;U;U;De 16h à 20h;819
VIARMES;87276568;SAM;2024-01-20;2024;H;H;Après 20h;18
VIGNEUX-SUR-SEINE;87681304;DIM;2024-03-03;2024;D;D;De 10h à 16h;1920
VILLENEUVE-LE-ROI;87545277;JOB;2025-11-02;2025;C;C;De 10h à 16h;624
VILLENEUVE-SAINT-GEORGES;87681825;DIM;2024-03-03;2024;D;D;Avant 6h;197
VILLENEUVE-SAINT-GEORGES;87681825;SAM;2024-02-03;2024;D;D;Après 20h;2264
VILLENEUVE-TRIAGE;87681809;JOB;2024-05-03;2024;D;D;De 6h à 10h;854
VILLENEUVE-TRIAGE;87681809;SAM;2024-02-03;2024;D;D;Avant 6h;49
VILLENNES-SUR-SEINE;87386649;DIM;2021-05-12;2021;J;J5;Avant 6h;3
VILLEPARISIS-MITRY-LE-NEUF;87271510;SAM;2019-03-16;2019;B;B;De 10h à 16h;1962
VILLEPINTE;87271452;DIM;2019-03-24;2019;B;B;De 16h à 20h;672
VILLETANEUSE-UNIVERSITE;87697318;DIM;2021-11-21;2021;T11;T11;De 10h à 16h;421
VILLIERS-LE-BEL-GONESSE-ARNOUVILLE;87276220;SAM;2024-02-03;2024;D;D;De 10h à 16h;4566
VILLIERS-LE-BEL-GONESSE-ARNOUVILLE;87276220;SAM;2024-02-03;2024;D;D;De 6h à 10h;2727
VILLIERS-MONTBARBIN;87116749;DIM;2023-09-17;2023;P;P;Après 20h;19
VILLIERS-NEAUPHLE-PONTCHARTRAIN;87393884;DIM;2024-01-21;2024;N;N;Après 20h;35
VIROFLAY-RIVE-GAUCHE;87393215;DIM;2025-09-02;2025;C;C;De 6h à 10h;211
YERRES;87682112;SAM;2024-02-03;2024;D;D;Après 20h;264
YERRES;87682112;SAM;2024-02-03;2024;D;D;De 10h à 16h;1505
TRIE-CHATEAU;87381236;DIM;2024-01-21;2024;J;J6;De 10h à 16h;28
TRILPORT;87116491;SAM;2023-09-16;2023;P;P;De 6h à 10h;217
VAIRES-TORCY;87116293;SAM;2023-11-18;2023;P;P;De 10h à 16h;829
VAL-DE-FONTENAY;87113712;JOB;2022-03-22;2022;E;E;Après 20h;2746
VAUX-SUR-SEINE;87381814;JOB;2024-01-16;2024;J;J6;De 16h à 20h;120
VERNOUILLET-VERNEUIL;87386656;SAM;2021-04-12;2021;J;J5;De 10h à 16h;748
VERNOUILLET-VERNEUIL;87386656;SAM;2021-04-12;2021;J;J5;De 6h à 10h;346
VERSAILLES-CHANTIERS;87393009;DIM;2025-09-02;2025;C;V;De 6h à 10h;62
VERSAILLES-CHANTIERS;87393009;JOB;2024-01-16;2024;N;N;De 6h à 10h;4379
VIARMES;87276568;SAM;2024-01-20;2024;H;H;Avant 6h;3
VIARMES;87276568;SAM;2024-01-20;2024;H;H;De 6h à 10h;33
VILLABE;87681619;SAM;2024-02-03;2024;D;D;De 10h à 16h;58
VILLAINES;87272021;DIM;2024-01-21;2024;H;H;De 16h à 20h;17
VILLENEUVE-SAINT-GEORGES;87681825;JOB;2024-05-03;2024;D;D;Avant 6h;994
VILLENEUVE-TRIAGE;87681809;DIM;2024-03-03;2024;D;D;Avant 6h;32
VILLEPARISIS-MITRY-LE-NEUF;87271510;SAM;2019-03-16;2019;B;B;Avant 6h;106
VILLIERS-LE-BEL-GONESSE-ARNOUVILLE;87276220;JOB;2024-05-03;2024;D;D;De 16h à 20h;4684
VILLIERS-MONTBARBIN;87116749;JOB;2023-09-19;2023;P;P;Avant 6h;4
VILLIERS-MONTBARBIN;87116749;SAM;2023-09-16;2023;P;P;Après 20h;6
VILLIERS-MONTBARBIN;87116749;SAM;2023-09-16;2023;P;P;Avant 6h;3
VIROFLAY-RIVE-GAUCHE;87393215;JOB;2024-01-16;2024;N;N;Avant 6h;25
VIROFLAY-RIVE-GAUCHE;87393215;JOB;2025-06-02;2025;C;C;De 16h à 20h;1207
VIRY-CHATILLON;87681312;SAM;2024-02-03;2024;D;D;De 6h à 10h;446
VOSVES;87682500;JOB;2024-12-03;2024;D;D;De 10h à 16h;18
ACHERES-VILLE;87381657;JOB;2022-11-30;2022;A;A;Après 20h;170
AEROPORT-CHARLES-DE-GAULLE-2-(TERMINAL-2);87001479;JOB;2023-10-10;2023;B;B;Après 20h;2600
ARPAJON;87545467;DIM;2025-09-02;2025;C;C;De 16h à 20h;301
AUBERGENVILLE-ELISABETHVILLE;87386730;JOB;2025-01-04;2025;J;J5;De 16h à 20h;576
AUBERGENVILLE-ELISABETHVILLE;87386730;SAM;2021-04-12;2021;J;J5;De 6h à 10h;194
AULNAY-SOUS-BOIS;87271411;JOB;2021-09-21;2021;T4;T4;De 6h à 10h;1323
ASNIERES-SUR-SEINE;87381137;SAM;2024-01-20;2024;J;J4;De 16h à 20h;1604
AVENUE-HENRI-MARTIN;87381046;SAM;2025-08-02;2025;C;C;Avant 6h;10
BALLANCOURT;87681437;JOB;2024-02-04;2024;D;D;De 16h à 20h;210
AVENUE-DU-PRESIDENT-KENNEDY-MAISON-DE-RADIO-FRANCE;87543207;SAM;2025-08-02;2025;C;C;De 16h à 20h;510
BIBLIOTHEQUE-FRANCOIS-MITTERRAND;87328328;JOB;2025-11-02;2025;C;C;De 6h à 10h;9614
BALLANCOURT;87681437;JOB;2024-12-03;2024;D;D;De 10h à 16h;189
BOIS-DE-SAINT-EUTROPE;87745984;JOB;2024-11-26;2024;T12;T12;Avant 6h;3
BOIS-DE-SAINT-EUTROPE;87745984;SAM;2024-11-30;2024;T12;T12;De 16h à 20h;16
AULNAY-SOUS-BOIS;87271411;JOB;2024-01-16;2024;K;K;Avant 6h;165
AUVERS-SUR-OISE;87276543;DIM;2024-01-21;2024;H;H;De 10h à 16h;56
BIBLIOTHEQUE-FRANCOIS-MITTERRAND;87328328;JOB;2025-06-02;2025;C;C;Avant 6h;361
AVENUE-FOCH;87381038;SAM;2025-08-02;2025;C;C;Après 20h;125
BOISSISE-LE-ROI;87682518;SAM;2024-02-03;2024;D;D;De 6h à 10h;16
BOULAINVILLIERS;87543181;SAM;2025-08-02;2025;C;C;Avant 6h;6
BELLOY-SAINT-MARTIN;87276550;SAM;2024-01-20;2024;H;H;Avant 6h;5
BONDY;87113407;JOB;2022-03-22;2022;E;E;De 10h à 16h;3840
BOURAY;87545178;DIM;2025-09-02;2025;C;C;De 16h à 20h;170
BONDY;87113407;SAM;2021-09-18;2021;T4;T4;De 10h à 16h;1444
BORAN-SUR-OISE;87276444;SAM;2024-01-20;2024;H;H;Après 20h;2
BOURRON-MARLOTTE-GREZ;87684118;DIM;2024-01-21;2024;R;R;De 10h à 16h;120
BIBLIOTHEQUE-FRANCOIS-MITTERRAND;87328328;DIM;2025-09-02;2025;C;C;Après 20h;2389
BOULAINVILLIERS;87543181;SAM;2025-08-02;2025;C;C;Après 20h;339
BOUGIVAL;87382440;JOB;2024-01-16;2024;L;L2;Après 20h;42
CHAMARANDE;87545152;DIM;2025-09-02;2025;C;C;Après 20h;3
CHAMPAGNE-SUR-SEINE;87682450;JOB;2024-01-16;2024;R;R;De 10h à 16h;209
CHANTILLY-GOUVIEUX;87276113;SAM;2024-02-03;2024;D;D;De 10h à 16h;152
CHAMPLAN;87725457;JOB;2024-11-26;2024;T12;T12;Avant 6h;0
CHAVILLE-RIVE-DROITE;87382333;JOB;2024-04-23;2024;U;U;Avant 6h;11
BOURRON-MARLOTTE-GREZ;87684118;JOB;2024-01-16;2024;R;R;De 10h à 16h;67
CHARTRETTES;87682419;JOB;2024-01-16;2024;R;R;De 10h à 16h;30
CHAVILLE-RIVE-DROITE;87382333;JOB;2024-04-23;2024;U;U;De 6h à 10h;891
CHILLY-MAZARIN;87393637;DIM;2024-01-12;2024;T12;T12;Après 20h;24
CHELLES-GOURNAY;87116111;JOB;2022-03-22;2022;E;E;Avant 6h;205
CHAVILLE-VELIZY;87393173;JOB;2025-06-02;2025;C;C;Avant 6h;19
CHOISY-LE-ROI;87545285;DIM;2025-09-02;2025;C;C;De 10h à 16h;4335
CLICHY-LEVALLOIS;87381129;SAM;2024-01-20;2024;L;L2;De 6h à 10h;503
COMPANS;87272047;JOB;2024-01-16;2024;K;K;Après 20h;2
CLICHY-LEVALLOIS;87381129;DIM;2024-01-21;2024;L;L2;De 16h à 20h;604
BRUNOY;87682120;JOB;2024-05-03;2024;D;D;De 16h à 20h;1331
COLOMBES;87381087;SAM;2024-01-20;2024;J;J4;Avant 6h;82
CONFLANS-FIN-D'OISE;87381459;SAM;2022-11-19;2022;A;A;Après 20h;293
COMBS-LA-VILLE-QUINCY;87682146;SAM;2024-02-03;2024;D;D;Avant 6h;77
COULOMMIERS;87116301;JOB;2023-11-14;2023;P;P;De 10h à 16h;371
CERNAY;87276063;JOB;2024-01-16;2024;H;H;De 6h à 10h;869
CREIL;87276006;SAM;2024-02-03;2024;D;D;De 6h à 10h;94
CHAMPAGNE-SUR-SEINE;87682450;SAM;2024-01-20;2024;R;R;Avant 6h;18
DAMMARTIN-JUILLY-SAINT-MARD;87271536;JOB;2024-01-16;2024;K;K;Après 20h;18
CRECY-LA-CHAPELLE;87116772;SAM;2023-09-16;2023;P;P;De 16h à 20h;74
CRETEIL-POMPADOUR;87608802;SAM;2024-02-03;2024;D;D;Après 20h;1381
EPINAY-SUR-ORGE;87545228;SAM;2025-08-02;2025;C;C;De 16h à 20h;1116
DOMONT;87276436;SAM;2024-01-20;2024;H;H;Après 20h;178
DOURDAN-LA-FORET;87540179;JOB;2025-06-02;2025;C;C;De 10h à 16h;333
DREUX;87393488;DIM;2024-01-21;2024;N;N;Avant 6h;50
EPINAY-SUR-ORGE;87545228;DIM;2024-01-12;2024;T12;T12;De 16h à 20h;266
CHANGIS-SAINT-JEAN;87116509;SAM;2023-09-16;2023;P;P;De 10h à 16h;100
CHANTELOUP-LES-VIGNES;87381475;SAM;2024-01-20;2024;J;J6;Avant 6h;22
EPINAY-SUR-ORGE;87545228;JOB;2025-06-02;2025;C;C;De 16h à 20h;1607
CHARS;87381194;SAM;2024-01-20;2024;J;J6;Après 20h;2
EPINAY-SUR-SEINE;87271148;SAM;2021-11-20;2021;T11;T11;Avant 6h;56
ESSONNES-ROBINSON;87681601;SAM;2024-02-03;2024;D;D;De 16h à 20h;65
EVRY-COURCOURONNES;87681387;DIM;2024-03-03;2024;D;D;Après 20h;569
